index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,target
8,0.599715844,1,0.766181848,0.48444746,0.591343839,0.792120911,0.637229025,0.266763675,0.855369517,0.806385204,1,0.828808737,0.182813219,0.379893567,0.498312998,0.599289677,0.639131229,0.80457991,0.599600828,0.777979001,0.306408222,0.704970491,0.555400281,0.585487269,0.516045254,0.601587722,0.86861911,0.531185666,0.427673692,0.520272251,0.621395002,0.451237787,0.762454158,0.650649888,0.535260753,0.193798107,0.85494977,0.319312211,1.687238413,0.400721364,0.736312418,0.741479885,0.118528016,0,0.133894827,0.521281327,0.679800777,1.115831411,0.189589744,0.708277081,0.692749269,0.246509715,0.815094478,1.633918924,0.299642287,0.473937361,0.626170759,0.81179602,0.562979849,0.455173127,0.585079455,0.875727923,0.554843423,0.708401431,0.202727421,0.38965321,0.436552242,0.240974919,0.207137443,0.460377078,0.570623151,0.49650863,0.601469025,1,0.287237636,0.745938967,0.668824187,0.675746437,0.329012471,0.970079924,0.941864157,0.792790871,0.992588291,1.304273311,0.646130275,0.669650234,0.517185934,0.066802911,0.637255153,0.494902591,0.921348728,0.229691032,0.641963328,0.677674681,0.180803493,0.696112183,0.187514607,0.158544515,0.646001067,0.860611082,22
6,0,0.63155406,0.563502585,0.5228164,0.221607371,0.307651964,0.514863233,0.509576115,0.098781787,0.39107767,0.357942396,0.586481987,0.033081265,0.330524293,0.539739689,0.470497354,0.311746246,0.673719726,0.782902846,0.538939877,0.292490809,0.735939116,0.751862104,0.126066184,1.363639548,0.659523561,0.469618572,0.530873866,0.746095171,0.438888938,0.126288753,0.868162974,1,0.358388945,0.215788572,0.560841717,0.408297958,0.254534963,1.316267141,0.757894439,0.628187955,0.000816743,0.224749577,0.517074332,0.57697527,0.387691818,0.882125013,1.495130804,0.152511049,0.400047286,0.558730238,0.796086911,0.602002293,1.354092635,0.529217549,0.542598236,0.803524877,0.527804684,0.452659699,0.943847732,0.387031019,0.079744793,0.138334118,0.351381907,0.547897809,0.485204756,0.730094152,0.284265809,0.563830031,0.505683871,0.805965942,0.711953898,0.34208853,0.591366367,0.587980861,0.311168282,1.607497415,0.394385067,0.180857469,0.615397401,0.398405346,0.996323288,0.654499473,1.327330653,0.533861847,0.71781402,0.492382093,0.619695379,0.596372095,0.53453974,0.375927115,0.727496615,0.465462152,0.19868657,0.213818829,0.62751913,0.314030343,0.928212344,0.746306895,0.356180773,7
34,0.674032163,0.655590255,0.00909479,0.495935893,0.350416188,0.448137938,0.964035659,0.655807387,0.751757545,0.561113766,0.723134675,0.664897203,0.444862332,0.294413076,0.734644278,1.407216746,0.331382098,0.595954551,0.223931969,0.75730846,0.516511796,0.716365167,0.561927945,1.367021371,1.480640469,0.308076423,2.498091528,0.679944768,0.571298121,0.571576873,2.160481277,0.239156616,0.356804893,0.523964139,0.513009766,0.340592671,0.908969305,0.573322589,1.438059287,0.756675549,0.282497891,0.886392216,0.323768669,1.643330286,0.820608381,0.485568402,0.495407941,2.435647239,0.532897191,1.534762047,0.870975391,0.531228304,0.462376115,1.301252089,0.680775522,0.767101485,0,0.570991805,1.368521606,0,0.116074879,0.598688729,0.372607942,0.604517992,0.499277618,0.38198065,0.308249286,0.782037725,0.044904738,1.45867471,0.268327186,0.249391439,0.755207099,1.486865494,0.455544593,1,1.812251702,0.293106142,0.166700647,0.761977183,1.178900627,0.272208106,0.454656389,1.177478418,0.926788166,0.802082604,0.718037911,0.567082368,0.617229011,0.799861165,0.772238296,0.731737883,1.660217065,0.398777091,0.461897161,0.703450432,0.60937254,0.714477116,0.524882907,0.225072357,41
26,0.708126729,0.450463668,0.608545826,0.34957133,1,0.734838829,0.652476889,0.347543339,0.784841379,0.851030855,0.251393139,0.534835731,0.87880391,0.548072113,0.229338023,1.212630445,0.651674408,0.235096443,0.192253955,0.684247525,0.664268544,0.497009873,0.507897915,1.268667961,1.216161813,0.011833363,2.772458735,0.136985173,0.432520379,0.494670524,2.243778924,0.789221196,0.872202545,0.347814919,0.374794039,0.285557401,0.687879317,0.287578732,1.73101175,0.418102609,0.638943255,0.47925887,0.178579758,1.114820378,0.625615603,0.947112179,0.697597778,1.770739736,0.658469499,1.691910148,0.542888277,0.460495659,0.158107545,1.658584778,0.787939808,0.923401249,0.815453537,0.639016707,1.718624609,0.204696482,0.67659359,0.770185021,0.497387021,0.675239379,0.445086476,0.662691946,0.303535592,1,0.075530985,0.438406756,0.34713585,0.888938312,0.260355648,0.326948857,0.644331772,0.454699994,1.628568419,0.741132028,0,0.370456999,0.327481898,0.235929238,0.44549257,1.493159494,0.516625583,0.675559832,0.494636692,0.505704201,0.350100563,0.432073692,0.387985342,0.558874323,0.664178453,0.435833727,0.405788563,0.784881917,0.601029094,0.610585672,0,0.349060167,55
40,1.264399722,0.706898521,0.598371713,0.448321751,0.408902572,0.470122125,0.501095668,0.261716409,0.60539387,0.660760947,0.568197687,1.545239022,0.570635243,0.497687223,0.730562845,1.487494658,0.265411229,0.417426989,0.71872303,0.480151276,0.465159882,0.490412948,0.430989913,1.396003135,1.328765454,0.726070836,2.367982339,0.901083682,0.504205239,0.845565164,2.632862632,0.497196752,0.724285104,0.480613739,1.346631894,0.443217754,0.442402454,1.589680662,2.70502997,0.498598932,0.615621373,0.677371606,0.140128766,1.702502948,0.753213371,0.374954423,0.386248719,2.461924016,0.486165914,1.706032801,1.094428318,0.455731574,0.478657809,1.199483281,0.895963508,0.297601907,0.388870909,0.625242017,1.551978598,0.556685881,0.624965815,0.22526732,0.739049881,0.288218835,0.566565895,0.534601083,0.554228673,1.712466085,0.487488543,1.647640319,0.476972757,0.639926805,0.63200375,1.656808752,0.364561668,1.580160727,2.521378012,0.453098027,0.705223781,0.344796657,1.711941654,0.923480531,0.370047302,1.343705472,0.672693362,0.599285038,0.654951494,0.466950731,0.443098224,0.45698021,0.61691203,0.619700265,1.584892238,0.569638715,0.293769463,0.497693235,0.323542538,0.549544615,0.67284308,0.444390747,47
39,0.559594853,0.860680108,0.523447069,0.563981165,0.660066349,0.378019766,0.358019613,1,0.439260514,0.609662346,0.649439875,0.791060686,0.502067074,0.566343215,0.450922848,1.690781547,0.803375477,0.441501365,0.633937623,0.659107834,0.559424888,0.389277146,0.731318077,1.673492803,1.351030419,0.121986592,2.261460029,0.598524328,0.227137309,0.502510468,2.10619715,0.449273524,0.374335602,0.381411866,1.331287071,0.794424488,0.785917421,1.283817775,2.221621689,0.190666397,0.411009611,0.329968887,0.719309809,1.47700642,0.363801562,0.36720805,0.157924805,2.112676221,0.553423149,1.651379185,1.427077164,0.643529843,0.568307938,1.606779796,0,0.635936415,0.591526913,0.484699752,1.604236868,0.731699977,0.325986757,0.432722602,0.525100821,0.486311122,0.437839988,0.57271407,0.796072551,0.706918279,0.889538517,1.333592572,0.074785532,0.771259941,0.728083337,1.022309349,0.375782823,0.32696216,2.403056845,0.40866304,0.679192112,0.666464716,1.814085356,0.448326344,1,1.331457645,0.233453965,0.619816119,0.473031089,0.358828958,0.213625653,0.459544089,0.635252838,0.507141716,1.681551031,0.599201717,0.629796817,0.198427605,0.227269217,0.61902531,0.507116053,0.61523088,64
4,0.257009754,0.973436419,0.524839353,0.332250123,0,0.915502986,0.572063821,0.19392652,0.306197166,0.351702522,0.640436698,0.775952029,0.533562534,0.317253143,0.170525564,1.318633893,0.009367801,0.902458528,0,0.862248748,0.335769242,0.882652912,0.633218869,1.4019299,1.543659605,0.334384265,2.114889435,0.548303924,0.67225393,0.406996817,2.736971202,0.832912425,0.596564712,0.93388895,1.519921806,0.645093489,0.456341575,1.462049388,2.866652147,0.52010444,0.47956728,0.57303269,0.214914985,1.852169747,0.678118645,0.373359432,0.144268643,2.512640787,0.765931676,1.784885458,1.336705787,0.102307231,0.252663488,1.796816718,0.397113903,0.430526759,0.57251354,0.501971159,1.536180747,0.215890196,0.604827333,0.806087905,0.96842562,0.083463822,0.546367838,0.420635984,0.365315013,0.857622157,0.272025744,1.543278212,0.71231045,0.687417972,0.6886996,1.604141582,0.321041354,0.62122812,2.589193044,0.698901242,0.417078877,0,2,0.506020948,0.329520202,1.523380898,0,0.722856026,0.492720588,0.406533354,0.504373518,0,0.378731468,0.446710264,1.356707267,0.444074624,0.557508694,0.327905483,0.585579827,0.637044248,0.40475184,0.582344747,63
226,1.446730493,0.37033926,0.419331877,0.369100077,0.488832042,0.450320668,0.548665419,0.519927897,0.408214293,0.283429173,0.280993777,1.518034021,0.376274189,0.493645921,0.477676201,1.494653084,0.518347345,0.571609003,0.376343859,0.187335053,0.811783068,0.363467766,0.75193635,1.873559483,1.323414511,0.723649785,2.355804886,0.389528349,0.563955614,0.491949495,2.564100046,0.831032133,0.703676553,0.721761665,1.452679416,0.230682894,0.340536101,1.628488015,2.37758722,0.236128816,0.553952699,0.629664972,0.992571295,1.220559424,0.206738629,0.742699537,0.676384129,2.360210272,0.36598543,1.417305654,1.452390182,0.501314746,0.533403023,1.226645134,0.399864306,0.588381728,0.415010268,0.598028334,1.321895753,0.498369116,0.468899327,0.759641532,0.605602908,0.605727162,0.378082294,0.453228076,0.589916382,1.354757951,0.857325964,1.525406835,0.380139135,0.291630621,0.417669482,1.547167207,0.410596739,1.154026204,2.813266659,0.552887018,0.570256007,0.455703655,1.547192279,0.534713029,0.436809661,1.431711304,0.4978294,0.640046046,0.456516873,0.290218063,0.428727325,0.411141476,0.536934522,0.018303306,1.508321775,0.41474047,0.45625597,0.33847815,0.585133479,0.300920887,0.260509549,0.374932773,47
67,1.158131236,0.509544765,0.535597513,0.615724642,0.273542842,0.396455343,0.68022853,0.659872286,0.80454958,0.763446108,0.06215916,1.297193496,0.506504898,0.50280364,0.404241932,1.205772785,0.503763414,0.635020769,0.378715924,0.245699069,0.408884417,0.457541545,0.467425485,1.337692912,1.79560935,0.589151476,2.097489469,0.513811302,0.61648064,0.518388679,2.80424151,0.569321357,0.258983679,0.363815999,1.593233162,0.507078671,0.663076335,1.767391116,2.64582778,0.39920877,0.704668919,0.700883187,0.462121774,1.292501647,0.455197908,0.536104352,0.149449883,2.708398409,0.396633823,1.64718178,1.440135362,0.191733639,0.610328377,1.331351049,0.199001185,0.426940548,0.231480643,0.850826821,1.353164399,0.69350557,0.908485533,0.294907727,0.513758652,0.513419977,0.237133961,0.499913665,0.820116394,1.661414218,0.444684424,1.373213879,0.556325528,0.574747769,0.755648827,1.675770971,0.837447144,1.668074702,2.532141296,0.50535308,0.286446047,0.564205554,1.615845587,0.703707803,0.498388672,1.531720255,0.755760474,0.70947085,0.83261671,0.262648019,0.314801858,0.655568325,0.928430395,0,1.597495707,0.59320569,0.658799083,0.35898959,0.38867992,0.480028527,0.457632116,0.553064161,48
212,1.549112124,0.377290256,0.15456418,0.596009272,0.347908629,0.577135922,0.535935404,0.406988573,0.445341267,0.560278029,0.442823334,1.633155829,0.675710883,0.368771481,0.448510983,1.43775189,0.492107569,0.416111918,0.387449539,0.488319101,0.445591251,0.376345401,0.490986803,1.526552787,1.65286755,0.74359322,2.577158736,0.713231418,0.490902164,0.501767238,2.532694411,0.497503124,0.55418004,0.540255635,1.377695899,0.315989698,0.135227568,1.367087937,2.661084718,0.331407347,0.321002818,0.864627832,0.687503634,1.5685373,0.328568523,0.799751064,0.541546968,2.261941587,0.712115463,1.365375734,1.730612412,0.442202459,0.572170347,1.52658253,0.558038325,0.651260256,0.143746383,0.569331563,1.611425459,0.379886728,0.428449557,0.670677282,0.824678657,0.446038173,0.386481052,0.681579826,0.305541741,1.333142705,0.747982792,1.434580964,0.363746035,0.397746321,0.576485433,1.368692096,0.401853177,1.204610258,2.558044951,0.555338377,0.857824899,0.512131939,1.413843122,0.505310478,0.532364748,1.636025217,0.629782093,0.691178733,0.600480766,0.430828901,0.328797148,0.534918029,0.5721236,0.381066447,1.496720954,0.618129532,0.404070124,0.484768781,0.539988864,0.111346913,0.53116215,0.444750545,47
5,0.403470381,0.596540058,0.276973851,0.255340298,0.69103034,0.353041175,0.210860003,0.529361066,0.402098194,0.583839556,0.071637641,0.321023675,0.16077966,0,0.460562102,0.501403632,0.661992417,0.401107897,0.412128263,1,0.01186769,1,0.206857413,0.179752116,0.42859021,0.182069225,0.591156806,0.755299179,0.938640776,0.301596541,0.230465676,0.188076953,0.76152363,1,0.259223486,0.572198804,0.429086499,0.570874244,2,0.094807974,0.499361936,1,0.664196337,0.761262609,0.363299903,0.603945459,0.407393202,1.540511513,0.542916391,0.384625547,0.088131052,0.449657549,0.279945996,1.431353811,0,0.271741912,0.310396276,0.333225554,0.397083948,1,0.47193323,0.61232883,0.965625469,0.79259418,0.604472456,0.39880069,1,0,0.216876694,1,0.297676945,0.847360961,1,0.511847708,0.71372734,0.282275163,0.238818354,0.591391816,0.302324413,0.117751938,0.69042178,0.651654615,0.758191243,1.754777944,0.156274806,0.423884751,0.465491595,0.609223148,1,0.815230864,0.693899306,0.333588357,0.84179754,0.145887189,0,0.457302041,0.377644794,0.571080295,0.687671129,0.579488991,22
30,0.609178821,0.009068346,0.755403953,0.35505908,0.045367273,0.62879376,1,0.42285325,0.737556552,0.320163389,0.258275453,0.388104872,0.51624367,0.724767753,0.705620275,1.563383189,0.410116789,0.313679369,0.725320566,0.179142788,0.415601743,0.667025902,0.776867284,1.421409928,1.736475818,0.739162644,2.177551432,0.97542949,0.002075555,0,2.316713957,0.503125722,0.754426808,0.187863633,0.487303698,0.681336808,0.927461149,0.751761985,1.6701697,0.709359696,0.619280775,0.610468221,0.390273326,1.357180084,0.781074417,0.614314083,0.617042942,1.289126114,0.618279516,1.269016132,0.708715916,0,0.646178245,1.669714501,0.259757505,0.650340192,0.348090598,0.306032301,0.498360334,0.808972585,0.345280773,0.210261443,0.50249513,0.365182549,0.371641038,0.905300803,0.85888895,0.341843771,0.342884635,0.491359075,0.381344526,0.202112968,0.367830919,0.378356723,0.752146016,0.331577586,1.181135746,0.662526874,0.138433235,0.102129983,0.56784918,0.56605577,0.442398959,1.784148664,0.757104469,0.563150182,0.365741228,0.339009817,0.802294687,0.704005647,0.526564025,0.495076941,0.5705577,0.486689649,0.713169517,0.350040351,0.362492205,0.47982907,0.093272805,0.253239447,35
1,1,0.428233402,0,0.782716438,0.367426045,0.43004108,0.170732005,0.39135382,0.40519277,0.770820536,0.25756558,1,0.565991082,0.779044203,1,0.253868986,0.644599849,0.45764045,0.187909596,0.087447033,0.691732155,1,0.94893127,0.191255488,0.677267602,0.615846625,0.419123,0.587941409,0.395857358,0.536819471,1,1,0.733993032,0.57107479,0.123307162,1,0.809494872,0.144893845,1.724165327,0.619279644,0,0,0.640186559,0.239961577,0.862636574,0.452230237,0.540983527,1.855594482,0.532566019,0.391687515,0,0.533918501,0.839191812,0.149975363,1,0.36379916,0.421714517,1,0.485131903,0.371854795,0.944564677,0.807157445,0.875698125,0.857315713,0.225721693,0.487462261,1,0,0.282017977,0.911280268,0.637560624,0,0.696135613,0.568705696,0.667675188,0,0.479595045,0.483726882,0.543591322,0.341398269,0.825427706,0.407579802,0,1.503921892,0.832409331,0.523782447,0,0.097360348,0.559096976,0.494091241,1,0.734773856,0.393800218,0.326986981,0.70137695,1,1,0.618466912,0.389410581,0.905387396,16
